module,pi,theta,karatsuba,length,cycles
nmh,116,3,0,9100,7220
nmh,116,3,0,9212,7307
nmh,116,3,0,9324,7394
nmh,116,3,0,9436,7483
nmh,116,3,0,9548,7571
nmh,116,3,0,9660,7657
nmh,116,3,0,9772,7746
nmh,116,3,0,9884,7835
nmh,116,3,0,9996,7927
nmh,116,3,0,10108,8007
nmh,116,3,0,10220,8095
nmh,116,3,0,10332,8183
nmh,116,3,0,10444,8271
nmh,116,3,0,10556,8359
nmh,116,3,0,10668,8446
nmh,116,3,0,10780,8534
nmh,116,3,0,10892,8621
nmh,116,3,0,11004,8711
nmh,116,3,0,11116,8798
nmh,116,3,0,11228,8886
nmh,116,3,0,11340,8972
nmh,116,3,0,11452,9060
nmh,116,3,0,11564,9148
nmh,116,3,0,11676,9236
nmh,116,3,0,11788,9325
nmh,116,3,0,11900,9411
nmh,116,3,0,12012,9500
nmh,116,3,0,12124,9588
nmh,116,3,0,12236,9675
nmh,116,3,0,12348,9797
nmh,116,3,0,12460,9855
nmh,116,3,0,12572,9947
nmh,116,3,0,12684,10033
nmh,116,3,0,12796,10121
nmh,116,3,0,12908,10207
nmh,116,3,0,13020,10296
nmh,116,3,0,13132,10383
nmh,116,3,0,13244,10471
nmh,116,3,0,13356,10559
nmh,116,3,0,13468,10645
nmh,116,3,0,13580,10735
nmh,116,3,0,13692,10821
nmh,116,3,0,13804,10908
nmh,116,3,0,13916,10999
nmh,116,3,0,14028,11085
nmh,116,3,0,14140,11173
nmh,116,3,0,14252,11260
nmh,116,3,0,14364,11348
nmh,116,3,0,14476,11436
nmh,116,3,0,14588,11525
nmh,116,3,0,14700,11613
nmh,116,3,0,14812,11700
nmh,116,3,0,14924,11787
nmh,116,3,0,15036,11875
nmh,116,3,0,15148,11963
nmh,116,3,0,15260,12049
nmh,116,3,0,15372,12140
nmh,116,3,0,15484,12227
nmh,116,3,0,15596,12314
nmh,116,3,0,15708,12401
nmh,116,3,0,15820,12489
nmh,116,3,0,15932,12577
nmh,116,3,1,140,202
nmh,116,3,1,252,312
nmh,116,3,1,364,422
nmh,116,3,1,476,534
nmh,116,3,1,588,646
nmh,116,3,1,700,759
nmh,116,3,1,812,873
nmh,116,3,1,924,990
nmh,116,3,1,1036,1102
nmh,116,3,1,1148,1216
nmh,116,3,1,1260,1327
nmh,116,3,1,1372,1438
nmh,116,3,1,1484,1551
nmh,116,3,1,1596,1663
nmh,116,3,1,1708,1775
nmh,116,3,1,1820,1888
nmh,116,3,1,1932,2001
nmh,116,3,1,2044,2112
nmh,116,3,1,2156,2225
nmh,116,3,1,2268,2337
nmh,116,3,1,2380,2448
nmh,116,3,1,2492,2560
nmh,116,3,1,2604,2672
nmh,116,3,1,2716,2784
nmh,116,3,1,2828,2897
nmh,116,3,1,2940,3011
nmh,116,3,1,3052,3121
nmh,116,3,1,3164,3235
nmh,116,3,1,3276,3345
nmh,116,3,1,3388,3457
nmh,116,3,1,3500,3570
nmh,116,3,1,3612,3682
nmh,116,3,1,3724,3794
nmh,116,3,1,3836,3907
nmh,116,3,1,3948,4020
nmh,116,3,1,4060,4130
nmh,116,3,1,4172,4245
nmh,116,3,1,4284,4355
nmh,116,3,1,4396,4467
nmh,116,3,1,4508,4580
nmh,116,3,1,4620,4691
nmh,116,3,1,4732,4803
nmh,116,3,1,4844,4915
nmh,116,3,1,4956,5030
nmh,116,3,1,5068,5140
nmh,116,3,1,5180,5255
nmh,116,3,1,5292,5364
nmh,116,3,1,5404,5478
nmh,116,3,1,5516,5590
nmh,116,3,1,5628,5701
nmh,116,3,1,5740,5813
nmh,116,3,1,5852,5927
nmh,116,3,1,5964,6047
nmh,116,3,1,6076,6148
nmh,116,3,1,6188,6264
nmh,116,3,1,6300,6375
nmh,116,3,1,6412,6486
nmh,116,3,1,6524,6598
nmh,116,3,1,6636,6712
nmh,116,3,1,6748,6832
nmh,116,3,1,6860,6945
nmh,116,3,1,6972,7056
nmh,116,3,1,7084,7170
nmh,116,3,1,7196,7282
nmh,116,3,1,7308,7394
nmh,116,3,1,7420,7505
nmh,116,3,1,7532,7618
nmh,116,3,1,7644,7731
nmh,116,3,1,7756,7843
nmh,116,3,1,7868,7954
nmh,116,3,1,7980,8066
nmh,116,3,1,8092,8179
nmh,116,3,1,8204,8290
nmh,116,3,1,8316,8402
nmh,116,3,1,8428,8513
nmh,116,3,1,8540,8626
nmh,116,3,1,8652,8739
nmh,116,3,1,8764,8852
nmh,116,3,1,8876,8963
nmh,116,3,1,8988,9075
nmh,116,3,1,9100,9189
nmh,116,3,1,9212,9299
nmh,116,3,1,9324,9410
nmh,116,3,1,9436,9521
nmh,116,3,1,9548,9634
nmh,116,3,1,9660,9747
nmh,116,3,1,9772,9858
nmh,116,3,1,9884,9970
nmh,116,3,1,9996,10082
nmh,116,3,1,10108,10195
nmh,116,3,1,10220,10307
nmh,116,3,1,10332,10418
nmh,116,3,1,10444,10531
nmh,116,3,1,10556,10643
nmh,116,3,1,10668,10755
nmh,116,3,1,10780,10869
nmh,116,3,1,10892,10979
nmh,116,3,1,11004,11091
nmh,116,3,1,11116,11205
nmh,116,3,1,11228,11317
nmh,116,3,1,11340,11429
nmh,116,3,1,11452,11541
nmh,116,3,1,11564,11653
nmh,116,3,1,11676,11766
nmh,116,3,1,11788,11877
nmh,116,3,1,11900,11990
nmh,116,3,1,12012,12101
nmh,116,3,1,12124,12216
nmh,116,3,1,12236,12326
nmh,116,3,1,12348,12480
nmh,116,3,1,12460,12590
nmh,116,3,1,12572,12701
nmh,116,3,1,12684,12814
nmh,116,3,1,12796,12924
nmh,116,3,1,12908,13035
nmh,116,3,1,13020,13146
nmh,116,3,1,13132,13257
nmh,116,3,1,13244,13369
nmh,116,3,1,13356,13480
nmh,116,3,1,13468,13593
nmh,116,3,1,13580,13705
nmh,116,3,1,13692,13816
nmh,116,3,1,13804,13929
nmh,116,3,1,13916,14040
nmh,116,3,1,14028,14153
nmh,116,3,1,14140,14268
nmh,116,3,1,14252,14380
nmh,116,3,1,14364,14489
nmh,116,3,1,14476,14601
nmh,116,3,1,14588,14713
nmh,116,3,1,14700,14826
nmh,116,3,1,14812,14939
nmh,116,3,1,14924,15049
nmh,116,3,1,15036,15161
nmh,116,3,1,15148,15275
